BAJA;A07A  ANTIINF INTEST ANTIDIARR;CHINOIN;TOPRON;1994-03-01;TOPRON CAPS 400 MG 16;NIFUROXAZIDA;2015-08-01;2015-12-01;lanzamiento
ALTA;A07A  ANTIINF INTEST ANTIDIARR;OFFENBACH;NEOXIL;2006-11-01;NEOXIL SUSP 120 ML;CAOLIN + HOMATROPINA + NEOMICINA;2014-04-01;2014-08-01;ALTA, por demanda
BAJA;A07A  ANTIINF INTEST ANTIDIARR;OFFENBACH;NEOXIL;2006-11-01;NEOXIL SUSP 120 ML;CAOLIN + HOMATROPINA + NEOMICINA;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;A07A  ANTIINF INTEST ANTIDIARR;OFFENBACH;NEOXIL;2006-11-01;NEOXIL SUSP 120 ML;CAOLIN + HOMATROPINA + NEOMICINA;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;A07A  ANTIINF INTEST ANTIDIARR;ARMSTRONG;KAOMYCIN;2016-04-01;KAOMYCIN SOB SUSP 20 10 ML;CAOLIN + NEOMICINA + PECTINA;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;A07A  ANTIINF INTEST ANTIDIARR;ARMSTRONG;KAOMYCIN;2000-10-01;KAOMYCIN TAB 20;CAOLIN + NEOMICINA + PECTINA;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;A07A  ANTIINF INTEST ANTIDIARR;SANFER CORP.;TREDA;2016-02-01;TREDA TABL 10;CAOLIN + NEOMICINA + PECTINA;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;A07A  ANTIINF INTEST ANTIDIARR;SANFER CORP.;TREDA;2016-02-01;TREDA TABL 10;CAOLIN + NEOMICINA + PECTINA;2016-04-01;2016-08-01;lanzamiento
BAJA;A07A  ANTIINF INTEST ANTIDIARR;CHURCH & DWIGTH;COLISTIN MAGMA;1962-04-01;COLISTIN MAGMA SUSP 60 ML;CAOLIN + COLISTINA + PECTINA;2015-08-01;2015-12-01;lanzamiento
BAJA;A07A  ANTIINF INTEST ANTIDIARR;CHURCH & DWIGTH;COLISTIN MAGMA;1962-04-01;COLISTIN MAGMA SUSP 60 ML;CAOLIN + COLISTINA + PECTINA;2016-04-01;2016-08-01;lanzamiento
BAJA;A07A  ANTIINF INTEST ANTIDIARR;CHURCH & DWIGTH;COLISTIN MAGMA;1962-04-01;COLISTIN MAGMA SUSP 60 ML;CAOLIN + COLISTINA + PECTINA;2016-12-01;2017-04-01;lanzamiento
ALTA;A07A  ANTIINF INTEST ANTIDIARR;CHURCH & DWIGTH;COLISTIN MAGMA;1962-04-01;COLISTIN MAGMA SUSP 60 ML;CAOLIN + COLISTINA + PECTINA;2017-04-01;2017-08-01;BAJA, por demanda
