ALTA;M03B  MIORRELAJ ACTIV CENTRAL;NOVARTIS CORP.;SIRDALUD;1991-07-01;SIRDALUD TABL 2 MG 20;TIZANIDINA;2014-08-01;2014-12-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;TEVA CORPORACION;DOLOCAM PLUS;2010-06-01;DOLOCAM PLUS CAPS 7.5 MG /215 30;MELOXICAM + METOCARBAMOL;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;TEVA CORPORACION;DOLOCAM PLUS;2010-06-01;DOLOCAM PLUS CAPS 7.5 MG /215 30;MELOXICAM + METOCARBAMOL;2015-08-01;2015-12-01;BAJA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;SANFER CORP.;NEUROFLAX;1981-05-01;NEUROFLAX VIAL  LIOF 20 MG 4 ML;COBAMAMIDA + TIOCOLCHICOSIDO;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;SANFER CORP.;NEUROFLAX;1981-05-01;NEUROFLAX VIAL  LIOF 20 MG 4 ML;COBAMAMIDA + TIOCOLCHICOSIDO;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;SANFER CORP.;NEUROFLAX;2007-07-01;NEUROFLAX VIAL LIOF 20 MG 3 4 ML;COBAMAMIDA + TIOCOLCHICOSIDO;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;STREGER;CARBAGER PLUS;2002-08-01;CARBAGER PLUS TABL 10;IBUPROFENO + METOCARBAMOL;2014-04-01;2014-08-01;BAJA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;STREGER;CARBAGER PLUS;2002-08-01;CARBAGER PLUS TABL 10;IBUPROFENO + METOCARBAMOL;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;TEVA CORPORACION;KOMBICAM;2012-07-01;KOMBICAM CAPS 15 MG /215 20;MELOXICAM + METOCARBAMOL;2014-08-01;2014-12-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;COLLINS;BLOCACID;2004-08-01;BLOCACID CAPS 30;CARISOPRODOL + NAPROXENO;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;COLLINS;BLOCACID;2004-08-01;BLOCACID CAPS 30;CARISOPRODOL + NAPROXENO;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;AVIVIA PHARMA S.A. DE C.V.;METOCAR/MELOX GI A;2017-01-01;METOCAR/MELOX GI A TABL 215 MG /15 10;MELOXICAM + METOCARBAMOL;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;AVIVIA PHARMA S.A. DE C.V.;METOCAR/MELOX GI A;2017-01-01;METOCAR/MELOX GI A TABL 215 MG /15 10;MELOXICAM + METOCARBAMOL;2018-04-01;2018-08-01;BAJA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;AVIVIA PHARMA S.A. DE C.V.;METOCAR/MELOX GI A;2017-01-01;METOCAR/MELOX GI A TABL 215 MG /15 10;MELOXICAM + METOCARBAMOL;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;NOVARTIS CORP.;SIRDALUD;1994-08-01;SIRDALUD CAPS 6 MG 10;TIZANIDINA;2015-12-01;2016-04-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;NOVARTIS CORP.;SIRDALUD;1994-08-01;SIRDALUD CAPS 6 MG 10;TIZANIDINA;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;AVIVIA PHARMA S.A. DE C.V.;METOCAR/MELOX GI A;2017-04-01;METOCAR/MELOX GI A TABL 215 MG /7.5 10;MELOXICAM + METOCARBAMOL;2017-04-01;2017-08-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;ULTRA LABORATORIOS;RETOFLAM-F;2007-06-01;RETOFLAM-F TABL 215 MG /15 10;MELOXICAM + METOCARBAMOL;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;ULTRA LABORATORIOS;RETOFLAM-F;2007-06-01;RETOFLAM-F TABL 215 MG /15 10;MELOXICAM + METOCARBAMOL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;ULTRA LABORATORIOS;RETOFLAM-F;2007-06-01;RETOFLAM-F TABL 215 MG /15 10;MELOXICAM + METOCARBAMOL;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;MAVI;NAPROX/CARIS G.I M;2010-09-01;NAPROX/CARIS G.I M CAPS 30;CARISOPRODOL + NAPROXENO;2015-04-01;2015-08-01;lanzamiento
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;MAVI;NAPROX/CARIS G.I M;2010-09-01;NAPROX/CARIS G.I M CAPS 30;CARISOPRODOL + NAPROXENO;2015-08-01;2015-12-01;lanzamiento
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;LIFERPAL;NAPRO/CARIS G.I LI;2010-11-01;NAPRO/CARIS G.I LI CAPS 30;CARISOPRODOL + NAPROXENO;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;COLLINS;SOMACID;2006-09-01;SOMACID TABL 350 MG 50;CARISOPRODOL;2016-04-01;2016-08-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;SIEGFRIED-MED;DORIXINA-RELAX;2007-10-01;DORIXINA-RELAX CPR 125 MG /5MG 20;CICLOBENZAPRINA + CLONIXINATO DE LISINA;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;PFIZER CORPORATION;ROBAX GOLD;2007-05-01;ROBAX GOLD TABL 500 MG /200 24;IBUPROFENO + METOCARBAMOL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;PFIZER CORPORATION;ROBAX GOLD;2007-05-01;ROBAX GOLD TABL 500 MG /200 24;IBUPROFENO + METOCARBAMOL;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;TEVA CORPORACION;KOMBICAM;2012-07-01;KOMBICAM CAPS 7.5 MG /215 20;MELOXICAM + METOCARBAMOL;2015-12-01;2016-04-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;TEVA CORPORACION;KOMBICAM;2012-07-01;KOMBICAM CAPS 7.5 MG /215 20;MELOXICAM + METOCARBAMOL;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;TEVA CORPORACION;KOMBICAM;2012-07-01;KOMBICAM CAPS 7.5 MG /215 20;MELOXICAM + METOCARBAMOL;2016-12-01;2017-04-01;lanzamiento
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;DEGORTS;METOC/A.ACET G.I D;2009-07-01;METOC/A.ACET G.I D TABL 30;ACIDO ACETILSALICILICO + METOCARBAMOL;2015-08-01;2015-12-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;DEGORTS;METOC/A.ACET G.I D;2009-07-01;METOC/A.ACET G.I D TABL 30;ACIDO ACETILSALICILICO + METOCARBAMOL;2015-12-01;2016-04-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;DEGORTS;METOC/A.ACET G.I D;2009-07-01;METOC/A.ACET G.I D TABL 30;ACIDO ACETILSALICILICO + METOCARBAMOL;2016-12-01;2017-04-01;lanzamiento
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;DEGORTS;METOC/A.ACET G.I D;2009-07-01;METOC/A.ACET G.I D TABL 30;ACIDO ACETILSALICILICO + METOCARBAMOL;2017-04-01;2017-08-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;DEGORTS;METOC/A.ACET G.I D;2009-07-01;METOC/A.ACET G.I D TABL 30;ACIDO ACETILSALICILICO + METOCARBAMOL;2018-04-01;2018-08-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;SANOFI CORP;MIOLASTAN;1985-09-01;MIOLASTAN TABL 25 MG 20;TETRAZEPAM;2015-08-01;2015-12-01;lanzamiento
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;GRISI CORP.;REUMOPHAN OTC;2003-01-01;REUMOPHAN TABL VIT 20;CLORZOXAZONA + KETOPROFENO + TIAMINA;2014-08-01;2014-12-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;GRISI CORP.;REUMOPHAN OTC;2003-01-01;REUMOPHAN TABL VIT 20;CLORZOXAZONA + KETOPROFENO + TIAMINA;2015-08-01;2015-12-01;lanzamiento
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;GRISI CORP.;REUMOPHAN OTC;2003-01-01;REUMOPHAN TABL VIT 20;CLORZOXAZONA + KETOPROFENO + TIAMINA;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;GRISI CORP.;REUMOPHAN OTC;2003-01-01;REUMOPHAN TABL VIT 20;CLORZOXAZONA + KETOPROFENO + TIAMINA;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;TEVA CORPORACION;KOMBICAM;2012-07-01;KOMBICAM CAPS 7.5 MG /215 30;MELOXICAM + METOCARBAMOL;2016-04-01;2016-08-01;ALTA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;TEVA CORPORACION;KOMBICAM;2012-07-01;KOMBICAM CAPS 7.5 MG /215 30;MELOXICAM + METOCARBAMOL;2016-12-01;2017-04-01;lanzamiento
ALTA;M03B  MIORRELAJ ACTIV CENTRAL;AVIVIA PHARMA S.A. DE C.V.;METOCAR/MELOX GI A;2017-03-01;METOCAR/MELOX GI A CAPS 75 MG /215 20;MELOXICAM + METOCARBAMOL;2017-04-01;2017-08-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;AVIVIA PHARMA S.A. DE C.V.;METOCAR/MELOX GI A;2017-03-01;METOCAR/MELOX GI A CAPS 75 MG /215 20;MELOXICAM + METOCARBAMOL;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;M03B  MIORRELAJ ACTIV CENTRAL;LIFERPAL;PARAC/METOC G.I LI;2010-11-01;PARAC/METOC G.I LI TABL 30;METOCARBAMOL + PARACETAMOL;2016-08-01;2016-12-01;ALTA, por demanda
