BAJA;P01B  ANTIHELMINTICOS;I.Q.F.A.;EXTENY;2006-04-01;EXTENY TABL 100 MG 6;MEBENDAZOL;2014-12-01;2015-04-01;lanzamiento
ALTA;P01B  ANTIHELMINTICOS;ARLEX;ALBENDAZOL G.I ARL;2004-02-01;ALBENDAZOL G.I ARL SUSP 20 ML;ALBENDAZOL;2014-04-01;2014-08-01;BAJA, por demanda
ALTA;P01B  ANTIHELMINTICOS;SANFER CORP.;ZENTEL DUAL;2017-04-01;ZENTEL DUAL SUSP PLATANO 20 ML;ALBENDAZOL + QUINFAMIDA;2018-04-01;2018-08-01;BAJA, por demanda
ALTA;P01B  ANTIHELMINTICOS;SANFER CORP.;ALBEND/QUINFA GI H;2019-02-01;ALBEND/QUINFA GI H SUSP 400 MG /200 20 ML;ALBENDAZOL + QUINFAMIDA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;P01B  ANTIHELMINTICOS;I.Q.F.A.;MEBENDAZOL G.I IQ;2009-06-01;MEBENDAZOL G.I IQ TABL 10 MG 6;MEBENDAZOL;2015-04-01;2015-08-01;lanzamiento
ALTA;P01B  ANTIHELMINTICOS;JOHNSON+JOHNSON CO;VERMOX PLUS;2012-03-01;VERMOX PLUS SUSP INF CZA 60 MG /20+ 2TAB VER PL 30;MEBENDAZOL + QUINFAMIDA;2014-12-01;2015-04-01;ALTA, por demanda
ALTA;P01B  ANTIHELMINTICOS;JOHNSON+JOHNSON CO;VERMOX PLUS;2012-03-01;VERMOX PLUS SUSP INF CZA 60 MG /20+ 2TAB VER PL 30;MEBENDAZOL + QUINFAMIDA;2015-04-01;2015-08-01;BAJA, por demanda
BAJA;P01B  ANTIHELMINTICOS;BAUSCH HEALTH;IVEXTERM;2012-10-01;IVEXTERM TABL 6 MG 4;IVERMECTINA;2015-12-01;2016-04-01;lanzamiento
BAJA;P01B  ANTIHELMINTICOS;BAUSCH HEALTH;IVEXTERM;2012-10-01;IVEXTERM TABL 6 MG 4;IVERMECTINA;2016-12-01;2017-04-01;lanzamiento
BAJA;P01B  ANTIHELMINTICOS;BAUSCH HEALTH;IVEXTERM;2012-10-01;IVEXTERM TABL 6 MG 4;IVERMECTINA;2018-12-01;2019-04-01;BAJA, por demanda
